NROGAR,DESC TIPGAR,MONEDA,M GARANTIA MO,M GARANTIA MN,SEGMENTO,may_1MM
26718,FONDO MUTUO,PEN,1320,1320,Banca Minorista,0
26719,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26720,FONDO MUTUO,PEN,5000,5000,Banca Minorista,0
26721,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26722,DEPOSITO A PLAZO,PEN,53111.73,53111.73,Banca Minorista,0
26723,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26724,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26725,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26726,FONDO MUTUO,PEN,1284,1284,Banca Minorista,0
26727,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
26728,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26729,FONDO MUTUO,PEN,10000,10000,Banca Minorista,0
26730,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26731,DEPOSITO A PLAZO,PEN,14000,14000,Banca Minorista,0
26732,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
26733,CUENTAS EN GTIA,PEN,1800,1800,Banca Minorista,0
26734,CUENTAS EN GTIA,PEN,20000,20000,Banca Minorista,0
26735,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26736,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
26737,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26738,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26739,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26740,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
26741,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
26742,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26743,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26744,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26745,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26746,DEPOSITO A PLAZO,PEN,10000,10000,Banca Minorista,0
26747,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26748,FONDO MUTUO,PEN,1800,1800,Banca Minorista,0
26749,FONDO MUTUO,PEN,1800,1800,Banca Minorista,0
26750,DEPOSITO A PLAZO,PEN,10500,10500,Banca Minorista,0
26751,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26752,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26753,CUENTAS EN GTIA,PEN,20000,20000,Banca Minorista,0
26754,CUENTAS EN GTIA,PEN,21600,21600,Banca Minorista,0
26755,SUPER DEPOSITO,PEN,40000,40000,Banca Minorista,0
26756,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
26757,DEPOSITO A PLAZO,PEN,13000,13000,Banca Minorista,0
26758,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26759,FONDO MUTUO,PEN,5000,5000,Banca Minorista,0
26760,CUENTAS EN GTIA,USD,6000,19908,Banca Minorista,0
26761,DEPOSITO A PLAZO,PEN,5000,5000,Banca Minorista,0
26762,FONDO MUTUO,PEN,2000,2000,Banca Minorista,0
26763,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
26764,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26765,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26766,DEPOSITO A PLAZO,PEN,20000,20000,Banca Minorista,0
26767,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26768,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26769,FONDO MUTUO,PEN,168070,168070,Banca Minorista,0
26770,CUENTAS EN GTIA,PEN,2040,2040,Banca Minorista,0
26771,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26772,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26773,FONDO MUTUO,PEN,700,700,Banca Minorista,0
26774,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26775,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26776,FONDO MUTUO,PEN,700,700,Banca Minorista,0
26777,FONDO MUTUO,PEN,20000,20000,Banca Minorista,0
26778,FONDO MUTUO,PEN,170000,170000,Banca Minorista,0
26779,FONDO MUTUO,PEN,3000,3000,Banca Minorista,0
26780,CUENTAS EN GTIA,PEN,990,990,Banca Minorista,0
26781,CUENTAS EN GTIA,PEN,5400,5400,Banca Minorista,0
26782,CUENTAS EN GTIA,USD,960,3185.28,Banca Minorista,0
26783,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26784,DEPOSITO A PLAZO,PEN,15000,15000,Banca Minorista,0
26785,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26786,CUENTAS EN GTIA,PEN,2000,2000,Banca Minorista,0
26787,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26788,FONDO MUTUO,PEN,20750,20750,Banca Minorista,0
26789,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26790,FONDO MUTUO,PEN,11000,11000,Banca Minorista,0
26791,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26792,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26793,CUENTAS EN GTIA,PEN,1440,1440,Banca Minorista,0
26794,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26795,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
26796,FONDO MUTUO,PEN,8400,8400,Banca Minorista,0
26797,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26798,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
26799,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26800,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26801,DEPOSITO A PLAZO,PEN,9867.37,9867.37,Banca Minorista,0
26802,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26803,CUENTAS EN GTIA,PEN,5000,5000,Banca Minorista,0
26804,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26805,DEPOSITO A PLAZO,USD,4300,14267.4,Banca Minorista,0
26806,CUENTAS EN GTIA,USD,650,2156.7,Banca Minorista,0
26807,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26808,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
26809,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
26810,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26811,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26812,CUENTAS EN GTIA,PEN,3200,3200,Banca Minorista,0
26813,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26814,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26815,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26816,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26817,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26818,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26819,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26820,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26821,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
26822,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26823,DEPOSITO A PLAZO,PEN,25000,25000,Banca Minorista,0
26824,DEPOSITO A PLAZO,USD,1000,3318,Banca Minorista,0
26825,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
26826,DEPOSITO A PLAZO,PEN,3200,3200,Banca Minorista,0
26827,FONDO MUTUO,PEN,18000,18000,Banca Minorista,0
26828,FONDO MUTUO,USD,1100,3649.8,Banca Minorista,0
26829,FONDO MUTUO,PEN,2398.62,2398.62,Banca Minorista,0
26830,FONDO MUTUO,USD,3400,11281.2,Banca Minorista,0
26831,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
26832,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
26833,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
26834,FONDO MUTUO,USD,4000,13272,Banca Minorista,0
26835,DEPOSITO A PLAZO,PEN,3290,3290,Banca Minorista,0
26836,DEPOSITO A PLAZO,PEN,8850,8850,Banca Minorista,0
26837,FONDO MUTUO,USD,3999,13268.682,Banca Minorista,0
26838,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26839,FONDO MUTUO,USD,5000,16590,Banca Minorista,0
26840,CUENTAS EN GTIA,USD,15000,49770,Banca Minorista,0
26841,CUENTAS EN GTIA,PEN,3570,3570,Banca Minorista,0
26842,DEPOSITO A PLAZO,PEN,18522.53,18522.53,Banca Minorista,0
26843,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26844,DEPOSITO A PLAZO,USD,10000,33180,Banca Minorista,0
26845,CUENTAS EN GTIA,PEN,1896,1896,Banca Minorista,0
26846,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
26847,FONDO MUTUO,PEN,19913,19913,Banca Minorista,0
26848,CUENTAS EN GTIA,PEN,423482.85,423482.85,Banca Minorista,0
26849,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26850,FONDO MUTUO,USD,3999,13268.682,Banca Minorista,0
26851,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
26852,CUENTAS EN GTIA,PEN,3847,3847,Banca Minorista,0
26853,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26854,FONDO MUTUO,PEN,14411.29,14411.29,Banca Minorista,0
26855,DEPOSITO A PLAZO,USD,200000,663600,Banca Minorista,0
26856,SUPER DEPOSITO,USD,4700,15594.6,Banca Minorista,0
26857,CUENTAS EN GTIA,USD,1900,6304.2,Banca Minorista,0
26858,DEPOSITO A PLAZO,USD,16352.75,54258.4245,Banca Minorista,0
26859,DEPOSITO A PLAZO,PEN,2636,2636,Banca Minorista,0
26860,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26861,FONDO MUTUO,PEN,2160,2160,Banca Minorista,0
26862,DEPOSITO A PLAZO,USD,2400,7963.2,Banca Minorista,0
26863,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
26864,CUENTAS EN GTIA,PEN,3480,3480,Banca Minorista,0
26865,SUPER DEPOSITO,USD,528.85,1754.7243,Banca Minorista,0
26866,DEPOSITO A PLAZO,EUR,14572.7,14572.7,Banca Minorista,0
26867,DEPOSITO A PLAZO,PEN,145366,145366,Banca Minorista,0
26868,FONDO MUTUO,PEN,2000,2000,Banca Minorista,0
26869,DEPOSITO A PLAZO,USD,1444,4791.192,Banca Minorista,0
26870,DEPOSITO A PLAZO,USD,4332,14373.576,Banca Minorista,0
26871,DEPOSITO A PLAZO,USD,2998,9947.364,Banca Minorista,0
26872,DEPOSITO A PLAZO,USD,8995,29845.41,Banca Minorista,0
26873,DEPOSITO A PLAZO,PEN,5000,5000,Banca Minorista,0
26874,FONDO MUTUO,PEN,15000,15000,Banca Minorista,0
26875,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26876,DEPOSITO A PLAZO,PEN,25000,25000,Banca Minorista,0
26877,CUENTAS EN GTIA,USD,11000,36498,Banca Minorista,0
26878,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
26879,DEPOSITO A PLAZO,USD,6500,21567,Banca Minorista,0
26880,DEPOSITO A PLAZO,PEN,4000,4000,Banca Minorista,0
26881,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
26882,FONDO MUTUO,PEN,18000,18000,Banca Minorista,0
26883,FONDO MUTUO,USD,2300,7631.4,Banca Minorista,0
26884,SUPER DEPOSITO,PEN,6920,6920,Banca Minorista,0
26885,CUENTAS EN GTIA,USD,4500,14931,Banca Minorista,0
26886,DEPOSITO A PLAZO,USD,5565,18464.67,Banca Minorista,0
26887,FONDO MUTUO,USD,1500,4977,Banca Minorista,0
26888,DEPOSITO A PLAZO,PEN,6000,6000,Banca Minorista,0
26889,SUPER DEPOSITO,PEN,1000,1000,Banca Minorista,0
26890,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26891,FONDO MUTUO,PEN,12000,12000,Banca Minorista,0
26892,DEPOSITO A PLAZO,PEN,14400,14400,Banca Minorista,0
26893,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
26894,DEPOSITO A PLAZO,PEN,22640.39,22640.39,Banca Minorista,0
26895,DEPOSITO A PLAZO,USD,2000,6636,Banca Minorista,0
26896,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
26897,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
26898,CUENTAS EN GTIA,PEN,1800,1800,Banca Minorista,0
26899,FONDO MUTUO,USD,5009,16619.862,Banca Minorista,0
26900,FONDO MUTUO,USD,5009,16619.862,Banca Minorista,0
26901,DEPOSITO A PLAZO,USD,5000,16590,Banca Minorista,0
26902,FONDO MUTUO,PEN,8400,8400,Banca Minorista,0
26903,CUENTAS EN GTIA,PEN,12000,12000,Banca Minorista,0
26904,FONDO MUTUO,PEN,6463.52,6463.52,Banca Minorista,0
26905,FONDO MUTUO,PEN,17521.23,17521.23,Banca Minorista,0
26906,CUENTAS EN GTIA,PEN,625968.7,625968.7,Banca Minorista,0
26907,FONDO MUTUO,PEN,20000,20000,Banca Minorista,0
26908,CUENTAS EN GTIA,USD,74996.2,248837.3916,Banca Minorista,0
26909,FONDO MUTUO,USD,2500,8295,Banca Minorista,0
26910,FONDO MUTUO,USD,11202,37168.236,Banca Minorista,0
26911,DEPOSITO A PLAZO,PEN,91244,91244,Banca Minorista,0
26912,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
26913,FONDO MUTUO,USD,8140,27008.52,Banca Minorista,0
26914,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
26915,FONDO MUTUO,USD,8000,26544,Banca Minorista,0
26916,FONDO MUTUO,USD,2999.99,9953.96682,Banca Minorista,0
26917,SUPER DEPOSITO,USD,9000,29862,Banca Minorista,0
26918,SUPER DEPOSITO,USD,2400,7963.2,Banca Minorista,0
26919,DEPOSITO A PLAZO,PEN,20000,20000,Banca Minorista,0
26920,CUENTAS EN GTIA,PEN,4333.79,4333.79,Banca Minorista,0
26921,CUENTAS EN GTIA,PEN,18779.8,18779.8,Banca Minorista,0
26922,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
26923,FONDO MUTUO,PEN,13000,13000,Banca Minorista,0
26924,CUENTAS EN GTIA,USD,4300,14267.4,Banca Minorista,0
26925,FONDO MUTUO,PEN,24567,24567,Banca Minorista,0
26926,CUENTAS EN GTIA,PEN,34860.79,34860.79,Banca Minorista,0
26927,DEPOSITO A PLAZO,PEN,5000,5000,Banca Minorista,0
26928,FONDO MUTUO,USD,8440,28003.92,Banca Minorista,0
26929,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26930,CUENTAS EN GTIA,PEN,1440,1440,Banca Minorista,0
26931,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
26932,CUENTAS EN GTIA,USD,4800,15926.4,Banca Minorista,0
26933,SUPER DEPOSITO,USD,6000,19908,Banca Minorista,0
26934,FONDO MUTUO,PEN,840,840,Banca Minorista,0
26935,DEPOSITO A PLAZO,PEN,14400,14400,Banca Minorista,0
26936,CUENTAS EN GTIA,PEN,1080,1080,Banca Minorista,0
26937,DEPOSITO A PLAZO,USD,1500,4977,Banca Minorista,0
26938,CUENTAS EN GTIA,USD,4335,14383.53,Banca Minorista,0
26939,FONDO MUTUO,PEN,850,850,Banca Minorista,0
26940,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
26941,CUENTAS EN GTIA,PEN,996,996,Banca Minorista,0
26942,FONDO MUTUO,PEN,3960,3960,Banca Minorista,0
26943,CUENTAS EN GTIA,USD,3551,11782.218,Banca Minorista,0
26944,FONDO MUTUO,USD,1169,3878.742,Banca Minorista,0
26945,DEPOSITO A PLAZO,USD,100000,331800,Banca Minorista,0
26946,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26947,SUPER DEPOSITO,USD,2467.19,8186.13642,Banca Minorista,0
26948,DEPOSITO A PLAZO,PEN,15000,15000,Banca Minorista,0
26949,FONDO MUTUO,USD,1200,3981.6,Banca Minorista,0
26950,DEPOSITO A PLAZO,USD,8000,26544,Banca Minorista,0
26951,DEPOSITO A PLAZO,USD,5000,16590,Banca Minorista,0
26952,CUENTAS EN GTIA,USD,2000,6636,Banca Minorista,0
26953,CUENTAS EN GTIA,USD,1300,4313.4,Banca Minorista,0
26954,CUENTAS EN GTIA,USD,11750,38986.5,Banca Minorista,0
26955,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
26956,FONDO MUTUO,PEN,9000,9000,Banca Minorista,0
26957,SUPER DEPOSITO,PEN,15521.56,15521.56,Banca Minorista,0
26958,DEPOSITO A PLAZO,USD,1000000,3318000,Banca Minorista,1
26959,FONDO MUTUO,USD,10900,36166.2,Banca Minorista,0
26960,FONDO MUTUO,PEN,960,960,Banca Minorista,0
26961,DEPOSITO A PLAZO,USD,5001,16593.318,Banca Minorista,0
26962,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
26963,FONDO MUTUO,USD,5000,16590,Banca Minorista,0
26964,DEPOSITO A PLAZO,PEN,12000,12000,Banca Minorista,0
26965,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26966,CUENTAS EN GTIA,PEN,990,990,Banca Minorista,0
26967,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26968,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26969,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
26970,FONDO MUTUO,PEN,49999.44,49999.44,Banca Minorista,0
26971,CUENTAS EN GTIA,PEN,14400,14400,Banca Minorista,0
26972,CUENTAS EN GTIA,USD,1920,6370.56,Banca Minorista,0
26973,FONDO MUTUO,USD,3000,9954,Banca Minorista,0
26974,DEPOSITO A PLAZO,PEN,2400,2400,Banca Minorista,0
26975,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
26976,DEPOSITO A PLAZO,USD,5000,16590,Banca Minorista,0
26977,FONDO MUTUO,USD,5420,17983.56,Banca Minorista,0
26978,FONDO MUTUO,PEN,5500,5500,Banca Minorista,0
26979,DEPOSITO A PLAZO,PEN,166000,166000,Banca Minorista,0
26980,FONDO MUTUO,USD,5999,19904.682,Banca Minorista,0
26981,DEPOSITO A PLAZO,USD,14530,48210.54,Banca Minorista,0
26982,DEPOSITO A PLAZO,USD,0,0,Banca Minorista,0
26983,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
26984,FONDO MUTUO,USD,1900,6304.2,Banca Minorista,0
26985,DEPOSITO A PLAZO,PEN,15000,15000,Banca Minorista,0
26986,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
26987,FONDO MUTUO,PEN,1800,1800,Banca Minorista,0
26988,SUPER DEPOSITO,PEN,8000,8000,Banca Minorista,0
26989,DEPOSITO A PLAZO,PEN,12656.79,12656.79,Banca Minorista,0
26990,FONDO MUTUO,USD,9990,33146.82,Banca Minorista,0
26991,CUENTAS EN GTIA,PEN,900,900,Banca Minorista,0
26992,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
26993,FONDO MUTUO,PEN,2400,2400,Banca Minorista,0
26994,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
26995,FONDO MUTUO,PEN,26301,26301,Banca Minorista,0
26996,DEPOSITO A PLAZO,PEN,85525,85525,Banca Minorista,0
26997,FONDO MUTUO,PEN,66000,66000,Banca Minorista,0
26998,DEPOSITO A PLAZO,PEN,11904,11904,Banca Minorista,0
26999,DEPOSITO A PLAZO,USD,3000,9954,Banca Minorista,0
27000,FONDO MUTUO,PEN,14400,14400,Banca Minorista,0
27001,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
27002,CUENTAS EN GTIA,PEN,305,305,Banca Minorista,0
27003,CUENTAS EN GTIA,PEN,480867.95,480867.95,Banca Minorista,0
27004,CUENTAS EN GTIA,USD,4620,15329.16,Banca Minorista,0
27005,DEPOSITO A PLAZO,USD,22000,72996,Banca Minorista,0
27006,DEPOSITO A PLAZO,USD,13640,45257.52,Banca Minorista,0
27007,FONDO MUTUO,PEN,12684,12684,Banca Minorista,0
27008,FONDO MUTUO,PEN,107920.42,107920.42,Banca Minorista,0
27009,FONDO MUTUO,PEN,20000,20000,Banca Minorista,0
27010,FONDO MUTUO,USD,3999,13268.682,Banca Minorista,0
27011,CUENTAS EN GTIA,EUR,4550,4550,Banca Minorista,0
27012,CUENTAS EN GTIA,USD,10000,33180,Banca Minorista,0
27013,FONDO MUTUO,USD,970,3218.46,Banca Minorista,0
27014,DEPOSITO A PLAZO,USD,12000,39816,Banca Minorista,0
27015,CUENTAS EN GTIA,PEN,1056,1056,Banca Minorista,0
27016,DEPOSITO A PLAZO,PEN,13665,13665,Banca Minorista,0
27017,CUENTAS EN GTIA,USD,1660,5507.88,Banca Minorista,0
27018,DEPOSITO A PLAZO,USD,10000,33180,Banca Minorista,0
27019,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
27020,CUENTAS EN GTIA,USD,5145,17071.11,Banca Minorista,0
27021,DEPOSITO A PLAZO,PEN,6000,6000,Banca Minorista,0
27022,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
27023,SUPER DEPOSITO,PEN,1200,1200,Banca Minorista,0
27024,DEPOSITO A PLAZO,PEN,14200,14200,Banca Minorista,0
27025,FONDO MUTUO,PEN,17430,17430,Banca Minorista,0
27026,DEPOSITO A PLAZO,USD,29400,97549.2,Banca Minorista,0
27027,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
27028,FONDO MUTUO,USD,12030,39915.54,Banca Minorista,0
27029,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
27030,CUENTAS EN GTIA,USD,4370,14499.66,Banca Minorista,0
27031,CUENTAS EN GTIA,PEN,7213.05,7213.05,Banca Minorista,0
27032,CUENTAS EN GTIA,USD,5000,16590,Banca Minorista,0
27033,FONDO MUTUO,USD,4997,16580.046,Banca Minorista,0
27034,CUENTAS EN GTIA,USD,4630,15362.34,Banca Minorista,0
27035,FONDO MUTUO,PEN,15001,15001,Banca Minorista,0
27036,CUENTAS EN GTIA,USD,370,1227.66,Banca Minorista,0
27037,FONDO MUTUO,USD,3000,9954,Banca Minorista,0
27038,CUENTAS EN GTIA,PEN,3600,3600,Banca Minorista,0
27039,CUENTAS EN GTIA,PEN,3600,3600,Banca Minorista,0
27040,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
27041,CUENTAS EN GTIA,USD,12000,39816,Banca Minorista,0
27042,CUENTAS EN GTIA,PEN,840,840,Banca Minorista,0
27043,FONDO MUTUO,PEN,36000,36000,Banca Minorista,0
27044,FONDO MUTUO,USD,1150,3815.7,Banca Minorista,0
27045,CUENTAS EN GTIA,USD,500,1659,Banca Minorista,0
27046,DEPOSITO A PLAZO,USD,220916,732999.288,Banca Minorista,0
27047,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
27048,CUENTAS EN GTIA,USD,102988.3,341715.1794,Banca Minorista,0
27049,FONDO MUTUO,PEN,9000,9000,Banca Minorista,0
27050,DEPOSITO A PLAZO,PEN,2010.03,2010.03,Banca Minorista,0
27051,FONDO MUTUO,USD,3925,13023.15,Banca Minorista,0
27052,SUPER DEPOSITO,PEN,1680,1680,Banca Minorista,0
27053,DEPOSITO A PLAZO,USD,20000,66360,Banca Minorista,0
27054,DEPOSITO A PLAZO,PEN,16200,16200,Banca Minorista,0
27055,CUENTAS EN GTIA,PEN,990,990,Banca Minorista,0
27056,DEPOSITO A PLAZO,PEN,4000,4000,Banca Minorista,0
27057,SUPER DEPOSITO,USD,2502.5,8303.295,Banca Minorista,0
27058,FONDO MUTUO,PEN,6000,6000,Banca Minorista,0
27059,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
27060,DEPOSITO A PLAZO,PEN,27613,27613,Banca Minorista,0
27061,DEPOSITO A PLAZO,PEN,7399.72,7399.72,Banca Minorista,0
27062,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
27063,DEPOSITO A PLAZO,PEN,20000,20000,Banca Minorista,0
27064,DEPOSITO A PLAZO,USD,6000,19908,Banca Minorista,0
27065,DEPOSITO A PLAZO,PEN,12710,12710,Banca Minorista,0
27066,FONDO MUTUO,USD,34200,113475.6,Banca Minorista,0
27067,FONDO MUTUO,PEN,990.47,990.47,Banca Minorista,0
27068,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
27069,CUENTAS EN GTIA,USD,4350,14433.3,Banca Minorista,0
27070,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
27071,CUENTAS EN GTIA,PEN,1200,1200,Banca Minorista,0
27072,SUPER DEPOSITO,USD,4803.84,15939.14112,Banca Minorista,0
27073,FONDO MUTUO,PEN,18480,18480,Banca Minorista,0
27074,FONDO MUTUO,PEN,12000,12000,Banca Minorista,0
27075,FONDO MUTUO,PEN,25478.47,25478.47,Banca Minorista,0
27076,CUENTAS EN GTIA,PEN,4000,4000,Banca Minorista,0
27077,DEPOSITO A PLAZO,PEN,5000,5000,Banca Minorista,0
27078,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
27079,FONDO MUTUO,PEN,840,840,Banca Minorista,0
27080,SUPER DEPOSITO,USD,500,1659,Banca Minorista,0
27081,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
27082,CUENTAS EN GTIA,PEN,1000,1000,Banca Minorista,0
27083,CUENTAS EN GTIA,USD,4586,15216.348,Banca Minorista,0
27084,FONDO MUTUO,USD,20000,66360,Banca Minorista,0
27085,DEPOSITO A PLAZO,USD,6000,19908,Banca Minorista,0
27086,DEPOSITO A PLAZO,USD,6200,20571.6,Banca Minorista,0
27087,FONDO MUTUO,PEN,3600,3600,Banca Minorista,0
27088,DEPOSITO A PLAZO,PEN,13150,13150,Banca Minorista,0
27089,FONDO MUTUO,PEN,1000,1000,Banca Minorista,0
27090,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
27091,FONDO MUTUO,USD,2000,6636,Banca Minorista,0
27092,FONDO MUTUO,PEN,28400,28400,Banca Minorista,0
27093,DEPOSITO A PLAZO,PEN,2000,2000,Banca Minorista,0
27094,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
27095,SUPER DEPOSITO,PEN,80000,80000,Banca Minorista,0
27096,DEPOSITO A PLAZO,PEN,4834.26,4834.26,Banca Minorista,0
27097,FONDO MUTUO,PEN,6600,6600,Banca Minorista,0
27098,DEPOSITO A PLAZO,USD,15000,49770,Banca Minorista,0
27099,FONDO MUTUO,USD,4300,14267.4,Banca Minorista,0
27100,CUENTAS EN GTIA,PEN,990,990,Banca Minorista,0
27101,CUENTAS EN GTIA,PEN,960,960,Banca Minorista,0
27102,DEPOSITO A PLAZO,PEN,0,0,Banca Minorista,0
27103,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
27104,CUENTAS EN GTIA,PEN,2400,2400,Banca Minorista,0
27105,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
27106,FONDO MUTUO,PEN,33000,33000,Banca Minorista,0
27107,FONDO MUTUO,PEN,1200,1200,Banca Minorista,0
27108,CUENTAS EN GTIA,USD,4999,16586.682,Banca Minorista,0
27109,FONDO MUTUO,PEN,960,960,Banca Minorista,0
27110,DEPOSITO A PLAZO,USD,30000,99540,Banca Minorista,0
27111,CUENTAS EN GTIA,USD,1793.58,5951.09844,Banca Minorista,0
27112,DEPOSITO A PLAZO,PEN,14400,14400,Banca Minorista,0
27113,FONDO MUTUO,PEN,3000,3000,Banca Minorista,0
27114,DEPOSITO A PLAZO,PEN,14490.37,14490.37,Banca Minorista,0
27115,CUENTAS EN GTIA,PEN,5599,5599,Banca Minorista,0
